tahun,nama_provinsi,nama_kabupaten/kota,nama_kecamatan,jenis_kelamin,usia,jumlah
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,25-29,3003
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,30-34,6145
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,35-39,9255
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,40-44,9577
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,45-49,8497
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,50-54,7306
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,55-59,5712
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,60-64,4194
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,65-69,3149
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,70-75,2536
2020,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,LAKI-LAKI,>75,1759
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,<15,3
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,15-19,21
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,20-24,363
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,25-29,1496
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,30-34,2969
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,35-39,4283
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,40-44,4449
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,45-49,4126
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,50-54,3835
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,55-59,3580
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,60-64,2752
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,65-69,1996
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,70-75,1449
2020,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,LAKI-LAKI,>75,1019
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,<15,4
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,15-19,46
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,20-24,873
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,25-29,3732
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,30-34,7302
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,35-39,10051
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,40-44,10537
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,45-49,9406
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,50-54,8592
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,55-59,6841
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,60-64,4979
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,65-69,3197
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,70-75,2154
2020,DKI JAKARTA,JAKARTA BARAT,TAMBORA,LAKI-LAKI,>75,1367
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,<15,2
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,15-19,63
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,20-24,1014
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,25-29,5382
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,30-34,10570
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,35-39,14568
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,40-44,14460
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,45-49,12625
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,50-54,10461
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,55-59,8095
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,60-64,5923
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,65-69,4181
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,70-75,2958
2020,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,LAKI-LAKI,>75,1773
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,<15,7
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,15-19,154
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,20-24,2316
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,25-29,9107
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,30-34,14830
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,35-39,19645
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,40-44,18758
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,45-49,15953
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,50-54,13493
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,55-59,9598
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,60-64,6083
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,65-69,3360
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,70-75,2059
2020,DKI JAKARTA,JAKARTA BARAT,KALI DERES,LAKI-LAKI,>75,1108
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,<15,1
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,15-19,31
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,20-24,692
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,25-29,3498
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,30-34,6396
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,35-39,8751
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,40-44,8882
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,45-49,8181
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,50-54,7313
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,55-59,5734
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,60-64,3909
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,65-69,2465
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,70-75,1495
2020,DKI JAKARTA,JAKARTA BARAT,PAL MERAH,LAKI-LAKI,>75,1142
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,<15,1
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,15-19,56
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,20-24,969
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,25-29,4738
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,30-34,9136
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,35-39,12356
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,40-44,12367
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,45-49,10772
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,50-54,9075
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,55-59,6577
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,60-64,4846
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,65-69,3548
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,70-75,2329
2020,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,LAKI-LAKI,>75,1155
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,15-19,42
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,20-24,682
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,25-29,3237
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,30-34,5974
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,35-39,8411
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,40-44,8760
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,45-49,8731
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,50-54,8071
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,55-59,6556
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,60-64,4424
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,65-69,2888
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,70-75,1850
2020,DKI JAKARTA,JAKARTA SELATAN,TEBET,LAKI-LAKI,>75,1416
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,15-19,28
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,20-24,397
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,25-29,1692
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,30-34,3128
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,35-39,4182
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,40-44,4467
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,45-49,4410
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,50-54,3947
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,55-59,3072
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,60-64,2165
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,65-69,1419
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,70-75,862
2020,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,LAKI-LAKI,>75,636
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,<15,0
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,15-19,21
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,20-24,485
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,25-29,2516
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,30-34,4421
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,35-39,6078
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,40-44,6433
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,45-49,5911
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,50-54,5318
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,55-59,4120
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,60-64,2639
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,65-69,1656
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,70-75,1012
2020,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,LAKI-LAKI,>75,641
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,<15,1
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,15-19,69
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,20-24,1738
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,25-29,5673
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,30-34,9387
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,35-39,12752
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,40-44,13278
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,45-49,12170
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,50-54,10301
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,55-59,7812
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,60-64,5200
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,65-69,3423
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,70-75,2236
2020,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,LAKI-LAKI,>75,1600
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,<15,2
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,15-19,45
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,20-24,907
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,25-29,4699
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,30-34,8707
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,35-39,12169
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,40-44,12932
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,45-49,12323
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,50-54,10810
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,55-59,7998
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,60-64,5514
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,65-69,3601
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,70-75,2605
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,LAKI-LAKI,>75,1836
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,<15,1
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,15-19,33
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,20-24,550
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,25-29,2897
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,30-34,5676
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,35-39,7910
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,40-44,8623
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,45-49,8444
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,50-54,7569
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,55-59,5909
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,60-64,3890
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,65-69,2567
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,70-75,1666
2020,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LAKI-LAKI,>75,1421
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,<15,1
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,15-19,19
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,20-24,393
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,25-29,2033
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,30-34,3821
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,35-39,5521
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,40-44,5841
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,45-49,5595
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,50-54,5368
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,55-59,4414
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,60-64,3104
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,65-69,1959
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,70-75,1268
2020,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,LAKI-LAKI,>75,1068
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,<15,1
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,15-19,24
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,20-24,470
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,25-29,2595
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,30-34,5246
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,35-39,6755
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,40-44,7037
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,45-49,6501
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,50-54,5768
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,55-59,4273
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,60-64,2787
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,65-69,1760
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,70-75,1295
2020,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,LAKI-LAKI,>75,976
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,<15,0
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,15-19,66
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,20-24,1407
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,25-29,6113
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,30-34,10554
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,35-39,13925
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,40-44,14335
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,45-49,13433
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,50-54,11142
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,55-59,8303
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,60-64,5605
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,65-69,3574
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,70-75,2166
2020,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,LAKI-LAKI,>75,1324
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,<15,2
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,15-19,43
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,20-24,922
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,25-29,4015
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,30-34,7370
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,35-39,9969
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,40-44,10711
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,45-49,9676
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,50-54,8176
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,55-59,5710
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,60-64,4085
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,65-69,2911
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,70-75,1888
2020,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,LAKI-LAKI,>75,1127
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,<15,0
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,15-19,52
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,20-24,766
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,25-29,2945
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,30-34,5206
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,35-39,6572
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,40-44,6900
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,45-49,6857
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,50-54,6397
2020,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,LAKI-LAKI,55-59,5249
